Epoch,Test AP,Test AUC,Test ROC
1,0.5552825196609914,0.5199621271895218,0.5469420596650161
2,0.5623702233959594,0.5169638630266687,0.5502041470687631
3,0.5425541302813812,0.5079690705381095,0.5279014399502121
4,0.5464770425192315,0.5125453684708853,0.5338368216462506
5,0.5682703876718369,0.5302982483825154,0.562616987597033
6,0.5626859091028402,0.5186997001735837,0.5486174100827668
7,0.5525007427930286,0.5108095313239703,0.5343525899189765
8,0.5772394080816268,0.5323496922834149,0.5677208697568321
9,0.5608989284040892,0.5225658829098943,0.5492334956829682
10,0.5456569352009211,0.5119141549629163,0.5301056072393227
11,0.5529375842190798,0.5108095313239703,0.5343445839562648
12,0.5764445451567118,0.531797380463942,0.5649360024756479
13,0.5525907382219161,0.5099416127505129,0.5310835424325611
14,0.5598226667749757,0.5198043238125296,0.5476476302636746
15,0.56820219970449,0.527694492662143,0.5553212894933954
16,0.5611849878505399,0.516490452895692,0.5413209400200495
17,0.5727992572696163,0.5258008521382358,0.5547501269312393
18,0.5904792061271318,0.5339277260533375,0.5684750737774988
19,0.5684309284951988,0.5216979643364368,0.5483960819441037
20,0.5786743761984698,0.5304560517595076,0.5596580310924698
21,0.5733901253210345,0.5228814896638788,0.5506138954775873
22,0.5555493486794477,0.5152280258797538,0.5348672625078476
23,0.5729611572624433,0.519488717058545,0.5476934497703285
24,0.554572453483461,0.5074167587186366,0.5263863083943154
25,0.5763277955598614,0.535979169954237,0.565864731503045
26,0.5823673998328878,0.5336910209878492,0.5653704286731102
27,0.5631721924614376,0.5255641470727473,0.5451074117559258
28,0.5858609197305114,0.5372415969701752,0.5683901831806601
29,0.5825291460156249,0.5272999842196623,0.5592502872870615
30,0.5607072715535212,0.5202777339435064,0.5407524295108601
31,0.5710819960923346,0.5204355373204986,0.548844876541207
32,0.5426168280959224,0.5125453684708853,0.5263723757780259
33,0.5800640574988316,0.5385040239861133,0.5649498230333614
34,0.5738447664040811,0.527063279154174,0.5544619122736238
35,0.5666352424181538,0.5250907369417706,0.5479260460213615
36,0.5902550801727506,0.5333754142338646,0.56418987912341
37,0.5795668505298027,0.5299037399400347,0.554768442282948
38,0.5528300473794785,0.5157803376992267,0.5274040119311008
39,0.5560034252777899,0.5209089474514754,0.5403632874290771
40,0.5950032928757942,0.5448950607543002,0.5781259194250529
41,0.5757814509518467,0.5339277260533375,0.5638051695808578
42,0.5954348190038159,0.545368470885277,0.5784298347342689
43,0.5599550263301789,0.5360580716427331,0.5517009134691395
44,0.5582504948467901,0.5233548997948556,0.5416668399424278
45,0.5664700398109725,0.5196465204355373,0.5405807931252014
46,0.555821035620048,0.5226447845983904,0.5429295906831412
47,0.5575661690062328,0.5273788859081584,0.5415092731335405
48,0.5671916446894398,0.5286413129240966,0.5481466893576152
49,0.5562185493442124,0.5215401609594446,0.5369723326628661
50,0.5632825285650149,0.5398453526905476,0.5569139157801111
51,0.5726129362216448,0.5334543159223607,0.5534093709706381
52,0.5695664666552731,0.5342433328073221,0.5544686108862815
53,0.5550567441244283,0.5321129872179264,0.5483343750215557
54,0.5685096617248045,0.5299826416285308,0.5510866208061549
55,0.567781178709125,0.5404765661985167,0.5601895124677492
56,0.5726919531683383,0.5356635632002524,0.5639080767065356
57,0.5846974860643714,0.5449739624427963,0.5717301761966717
58,0.5798240049500816,0.5363736783967177,0.5573748251543812
59,0.5484779132909334,0.5295881331860501,0.5418183431372552
