,Epoch,Test AP,Test ROC,Test AUC
0,0,0.4964178894385279,0.49193128150454973,0.4959494833017849
1,1,0.4999754109231196,0.5069184225046526,0.4994484202630106
2,2,0.5029649480566274,0.5060784258713726,0.5024592817169293
3,3,0.49951291536126885,0.502614632139083,0.4987994525186795
4,4,0.4908985528670757,0.4841354543669164,0.49020099709208365
5,5,0.5116873872044385,0.5069590101843279,0.5112449868664009
6,6,0.5200585291323014,0.5180487987356096,0.5195566036318319
7,7,0.518105288559644,0.5187728305698174,0.5173940768498682
8,8,0.527962507490074,0.5353103461175173,0.5274288347981513
9,9,0.5553737206218482,0.5571197710630418,0.5549558929956278
10,10,0.5974219965154896,0.600912381112701,0.5970883677199409
11,11,0.6210087079112977,0.6381578430547373,0.6205504021064041
12,12,0.6349803702433734,0.6604365513565076,0.6345830552935197
13,13,0.6439875769989484,0.68470499116236,0.6436144807918855
14,14,0.6732961685891325,0.710366130797071,0.6731487369378399
15,15,0.6853834285677045,0.718805749609554,0.6852659246252698
16,16,0.6977043794720437,0.7273012933815897,0.6975533935683147
17,17,0.7114601825124917,0.7461689532306485,0.7113713787215892
18,18,0.7316248471827616,0.7615335409477316,0.7314971965775413
19,19,0.748654764354674,0.7746803954025568,0.7483584872268616
20,20,0.7542348268696306,0.7751334062789329,0.7540588040892537
21,21,0.7495278055501158,0.7694279381645766,0.749207921423526
22,22,0.7560279469521849,0.7813734347090125,0.7557457919805493
23,23,0.7697806551803068,0.7966942550664459,0.769583445211625
24,24,0.7855556775736605,0.8088496104892031,0.7853667367195036
25,25,0.8004538579511605,0.8173038184215694,0.80030943698291
26,26,0.8008401293067788,0.8234959646120323,0.8006941693316054
27,27,0.8020330442979741,0.822968511816252,0.8018663551156073
28,28,0.8206582492141312,0.8396719318426247,0.8205362773824882
29,29,0.8213626551116904,0.8407620009539041,0.821240618476061
30,30,0.8416176030264569,0.856264250109886,0.8415154271121505
31,31,0.8326531524604517,0.8474172581806619,0.8325444664944248
