Epoch,Test AP,Test AUC,Test ROC
1,0.7555255031528029,0.7452603840103670,0.7553947620347301
2,0.7560210153027007,0.7460302771245663,0.7558882681293732
3,0.7562476286145268,0.7462884992750687,0.7561122788220200
4,0.7562783473499661,0.7462577035505007,0.7561477294937277
5,0.7558730683724098,0.7458116274801336,0.7557389308751952
6,0.7555011911073074,0.7454875024790559,0.7553671393106558
7,0.7554263132856155,0.7455646457690985,0.7552910316467903
8,0.7560425057658181,0.7462600132298433,0.7559085654820052
9,0.7571029604215799,0.7473929879366987,0.7569732493593688
10,0.7583440662357611,0.7486959550431693,0.7582113744412149
11,0.7594339687470433,0.7498152256525923,0.7593047379566965
12,0.7601694420302366,0.7506574887195259,0.7600421492462055
13,0.7600678743930245,0.7509118614044575,0.7599371745856831
14,0.7592252990887260,0.7506678052872564,0.7590947879593746
15,0.7580392770293398,0.7501373489315730,0.7579060520432574
16,0.7568265982051421,0.7495991936447479,0.7566884451690056
17,0.7563772531447162,0.7496881932887492,0.7562414720166011
18,0.7569703717220886,0.7505521673415037,0.7568366217861210
19,0.7585594199765157,0.7521715605179101,0.7584186624205518
20,0.7606408659402581,0.7541926839213058,0.7605040315833506
21,0.7625074871990662,0.7560678355902493,0.7623719737646586
22,0.7635727358971443,0.7573683390387546,0.7634395402875106
23,0.7632158610354778,0.7576493500254373,0.7630820657781414
24,0.7614283211946041,0.7570077211040637,0.7612922212369525
25,0.7588966161026032,0.7558906061953606,0.7587600553859226
26,0.7570600677115199,0.7552859321434687,0.7569193590425402
27,0.7571630921250503,0.7561206502578834,0.7570216002258155
28,0.7586053363991905,0.7580395318557134,0.7584652194397072
29,0.7610010092484432,0.7606192897027720,0.7608619913181753
30,0.7626575677898368,0.7626467262297041,0.7625180064904206
31,0.7614373908323601,0.7627451185696987,0.7612945291864588
32,0.7568088354102080,0.7604009480155851,0.7566604896128073
33,0.7513045584203792,0.7575009146330197,0.7511465123008391
34,0.7480788615249150,0.7561805479421680,0.7479194250426127
35,0.7484254324756914,0.7575742084574915,0.7482619127614489
36,0.7497253237288382,0.7595817817420772,0.7495586984239881
37,0.7477697314763476,0.7590901279993496,0.7476024842929527
38,0.7411889061210943,0.7553016379629983,0.7410117015829685
39,0.7339800608475069,0.7507789778529467,0.7337928169988941
40,0.7305173686683401,0.7490481041536041,0.7303251851057209
41,0.7326425136984847,0.7515303935324051,0.7324502902120184
42,0.7284985985153620,0.7491332543320346,0.7282991424657483
43,0.7208108828864442,0.7439193841840550,0.7206034678858169
44,0.7138859186188697,0.7392167230639035,0.7136726395225399
45,0.7091204284810328,0.7361642508447267,0.7088997860567285
46,0.7030578015793216,0.7317838669821790,0.7028307764405561
47,0.6938704820458963,0.7244604897012937,0.6936295609962676
48,0.6971802970121734,0.7277898154843367,0.6969408302090723
49,0.6887521610955879,0.7210261504974743,0.6884987202611194
50,0.6802348102022966,0.7136973839647894,0.6799777366008665
51,0.6768528107975400,0.7107779492757461,0.6765920415954256
52,0.6781796454823845,0.7119475708948374,0.6779211778993908
53,0.6686120809196856,0.7031567773382886,0.6683457653207271
54,0.6593017393913605,0.6942347939950801,0.6590263455450325
55,0.6643028362297821,0.6992207757812567,0.6640287843483562
56,0.6622192277844146,0.6972118166890655,0.6619417378348982
57,0.6592723324045416,0.6943447347317877,0.6589862625194500
58,0.6537886338280484,0.6886684667794201,0.6534988207890449
59,0.6475821569293569,0.6821818093350465,0.6472891375943233
60,0.6465837927078154,0.6810158832029032,0.6462865000288905
61,0.6514793192589123,0.6860311209274195,0.6511809801924346
62,0.6473617427441585,0.6815832944280680,0.6470554931398609
63,0.6414770552302135,0.6751696228509204,0.6411688839489496
64,0.6409783121145244,0.6743912609124649,0.6406693317597991
65,0.6373752186021207,0.6701914939745086,0.6370659717137014
66,0.6406080735822232,0.6735873385226183,0.6403041256752775
67,0.6439740706648772,0.6769542350896340,0.6436685673688125
68,0.6330202246723913,0.6645107606420786,0.6327088702915795
69,0.6267355447354742,0.6570489565792602,0.6264166585307231
70,0.6375571145339383,0.6692426777005694,0.6372456604168933
71,0.6506414262867006,0.6831782050034431,0.6503372432216408
