Epoch,Test AP,Test AUC,Test ROC
1,0.5700835090420506,0.5424177839506172,0.5700189487356484
2,0.5700219796845087,0.5423760740740741,0.5699574173395601
3,0.5700108756732070,0.5423891172839506,0.5699454515409282
4,0.5701488146048426,0.5424438148148147,0.5700844110093942
5,0.5702745773326545,0.5424750123456790,0.5702109840589253
6,0.5703564664034032,0.5424676728395061,0.5702931901060664
7,0.5704034951023407,0.5424478888888888,0.5703397485889858
8,0.5704987382054266,0.5424924197530865,0.5704347354170438
9,0.5705722182984894,0.5425549135802470,0.5705076607308515
10,0.5706764567559500,0.5426499012345679,0.5706128356440704
11,0.5707537110802428,0.5427081790123457,0.5706899165278958
12,0.5708041276903495,0.5426894938271605,0.5707403291067601
13,0.5708302082109424,0.5426119753086420,0.5707657931895062
14,0.5707729932913441,0.5424572592592593,0.5707092870465953
15,0.5707171018284893,0.5422770679012345,0.5706533637167063
16,0.5706533915462323,0.5421280987654321,0.5705907674160198
17,0.5706273804702575,0.5420513518518518,0.5705633894660738
18,0.5706533984056836,0.5420470061728395,0.5705895744516742
19,0.5706721527102285,0.5420467283950617,0.5706092236684563
20,0.5706132809381870,0.5419346049382716,0.5705491809667580
21,0.5704457850242937,0.5416848765432098,0.5703829254380839
22,0.5701403619576664,0.5412572407407408,0.5700775426052738
23,0.5697693204146108,0.5407613888888889,0.5697053482915019
24,0.5694342880415046,0.5403268209876544,0.5693712800610330
25,0.5691669741618175,0.5400306358024691,0.5691045252307295
26,0.5690183860698996,0.5399039074074075,0.5689552049277156
27,0.5688711209442963,0.5397805370370370,0.5688084814489378
28,0.5685287156658856,0.5394792777777778,0.5684662614221386
29,0.5677616452218317,0.5387657407407408,0.5676980677202788
30,0.5668532989609250,0.5379195679012346,0.5667895061089708
31,0.5660011405560748,0.5371650987654321,0.5659372919496616
32,0.5654550200206117,0.5367987839506173,0.5653906114078454
33,0.5652999576715536,0.5368150925925925,0.5652356651797283
34,0.5644405412733075,0.5361685864197531,0.5643766434470217
35,0.5630003547732776,0.5349705246913581,0.5629360387936819
36,0.5613414110696610,0.5336416851851852,0.5612757672963694
37,0.5604305170516829,0.5330112469135803,0.5603650315715567
38,0.5605778690799490,0.5333765617283950,0.5605124814857303
39,0.5595238997746976,0.5326506049382717,0.5594578551066820
40,0.5573678407179774,0.5309171481481481,0.5573011808784368
41,0.5560047282894809,0.5298530246913580,0.5559381115404396
42,0.5559245060735362,0.5298667469135803,0.5558575362198388
43,0.5554873871874721,0.5295252962962964,0.5554202597632603
44,0.5543711476330149,0.5285661604938272,0.5543028481342389
45,0.5530509221434612,0.5274085987654320,0.5529826350092568
46,0.5533078717604754,0.5275879506172840,0.5532386600254169
47,0.5534151095770337,0.5276545370370370,0.5533468916760331
48,0.5522652344321561,0.5266052962962963,0.5521968524795631
49,0.5510999300839785,0.5255809382716049,0.5510303226489124
50,0.5509877967614760,0.5254491481481480,0.5509191773025317
51,0.5515432789237464,0.5259115740740741,0.5514740253386499
52,0.5516935559469507,0.5260008456790123,0.5516246598664414
53,0.5511764050967617,0.5254962654320987,0.5511071576682252
54,0.5505350568317482,0.5248580308641975,0.5504655167166523
55,0.5510086802425433,0.5252099567901235,0.5509403241596773
56,0.5514187981687004,0.5254421975308641,0.5513504550099761
57,0.5509942560235894,0.5249155370370371,0.5509253623728934
58,0.5511020133182549,0.5248885493827160,0.5510324866133069
59,0.5514838701584346,0.5251261419753086,0.5514156773623436
60,0.5507962150803787,0.5244177839506173,0.5507278846908641
61,0.5503830311681785,0.5239385679012345,0.5503132257560340
62,0.5513589871526747,0.5247399938271605,0.5512893561921717
63,0.5519041458319640,0.5251686851851852,0.5518357776734176
64,0.5510731504141952,0.5243737283950617,0.5510048375395245
65,0.5506231140712491,0.5239236851851852,0.5505548095315214
66,0.5511285704275233,0.5243215185185186,0.5510597989048622
67,0.5513877910568956,0.5245286172839506,0.5513187276438469
68,0.5512460301099940,0.5243785123456791,0.5511773100651143
69,0.5507840005150291,0.5240143395061728,0.5507146551246396
70,0.5508634638816710,0.5241268333333333,0.5507945676549528
71,0.5512065817615099,0.5244477098765432,0.5511373845556857
72,0.5514149779825844,0.5246322716049383,0.5513454114123597
73,0.5512513427437810,0.5244927407407407,0.5511833943066781
74,0.5505102584295112,0.5238376728395062,0.5504415417617285
75,0.5500516862339161,0.5234516358024691,0.5499830951411333
76,0.5504571012516450,0.5238132962962964,0.5503887360293861
77,0.5516782330500531,0.5248968271604939,0.5516099115543258
78,0.5515055582020558,0.5247636851851852,0.5514367156822713
79,0.5503313429002545,0.5237546790123456,0.5502623932404500
80,0.5499228789823269,0.5233834012345679,0.5498546405117277
81,0.5506199447964584,0.5239857345679012,0.5505510073613301
82,0.5516308513239238,0.5248436049382715,0.5515624251019915
83,0.5512792397896862,0.5245082037037037,0.5512115052407841
84,0.5503147676768602,0.5236703209876543,0.5502461114239796
85,0.5496533365115528,0.5231251728395062,0.5495836737413751
86,0.5502106331228569,0.5235997345679012,0.5501427119496888
87,0.5511814288055260,0.5244457160493827,0.5511128299177245
88,0.5511838976231924,0.5244420493827160,0.5511156539494251
89,0.5504821321642932,0.5238701419753087,0.5504134914684997
90,0.5500016722024575,0.5234801604938272,0.5499322418006862
91,0.5505073799830300,0.5239468888888889,0.5504383856762545
92,0.5512605802016211,0.5246335308641975,0.5511921339492486
93,0.5515230146964942,0.5248889629629629,0.5514542375719165
94,0.5510669358701947,0.5244952839506173,0.5509974594303854
95,0.5507429758862155,0.5242333518518518,0.5506743821311262
96,0.5507946881412262,0.5242837345679012,0.5507256057813062
97,0.5512887822282756,0.5246936975308641,0.5512201879224810
98,0.5517758802629027,0.5251041666666667,0.5517067427281042
99,0.5517776443475142,0.5250815493827161,0.5517083171703783
100,0.5515142848236878,0.5248079691358025,0.5514459093633604
101,0.5512159483671301,0.5245335925925927,0.5511482854289221
102,0.5515414925478067,0.5248055493827161,0.5514734545197396
103,0.5521020276091337,0.5252421049382716,0.5520337109753582
104,0.5525926715071148,0.5255993395061729,0.5525240642940673
