,Epoch,Test AP,Test ROC,Test AUC
0,0,0.5149547520648263,0.5225654406194764,0.5135671693506473
1,1,0.5047123983253223,0.5156569312347445,0.5032038631588346
2,2,0.6911257414053733,0.69189125494487,0.6903622049497257
3,3,0.6360880901452518,0.65239626294083,0.6352823361516619
4,4,0.644867739572942,0.6676576045787391,0.6440479307211975
5,5,0.7105018083131471,0.7241949330864406,0.709771646683917
6,6,0.7204082108133931,0.7248245097214039,0.7197766324573479
7,7,0.7114080121586419,0.7113879303088966,0.7108216623255043
8,8,0.7152778946493457,0.7208467300732262,0.714689067804183
9,9,0.7208723945119927,0.735907751872738,0.7202632744761506
10,10,0.7237710321875819,0.744395252924838,0.7232066350680002
11,11,0.7242388028673705,0.7466408551468732,0.7236917952925762
12,12,0.7233984987727566,0.7462705159498358,0.7228643267011041
13,13,0.7252569662866092,0.748462250652302,0.7247324118156958
14,14,0.7287037041824136,0.752684117498527,0.7281884880432284
15,15,0.7334693725475327,0.7588149145694806,0.7329379046981166
16,16,0.739254295736534,0.7653227842774178,0.7387253856270498
17,17,0.7465436358818367,0.7728844373369246,0.7460064104549993
18,18,0.7549728243975564,0.7817187105462503,0.7544039110010436
19,19,0.7651948585792396,0.7914653648682771,0.7646526998453749
20,20,0.7739806307244586,0.8001717027186265,0.7734590601223685
21,21,0.7804543654049045,0.8080060600959517,0.7798245260607093
22,22,0.784974406600609,0.8138136520494909,0.7842053783492119
23,23,0.7878924072453304,0.8181567208147461,0.7871250856807823
24,24,0.7889026268214187,0.8215066071879472,0.7881223178821385
25,25,0.7909782597094379,0.824502987963976,0.7904104889723633
26,26,0.7917780790913953,0.8272030973823752,0.7912003147724447
27,27,0.7925203396930779,0.8294655332042759,0.7919365856630287
28,28,0.7933291277958034,0.8315192323878462,0.7927435639885582
29,29,0.7959002133693391,0.8347176163622592,0.7953148630147495
30,30,0.7981026007696075,0.837767864657857,0.7974408146066312
31,31,0.8006578791128823,0.8404444070364449,0.7998544056107193
32,32,0.8033167879503276,0.8429862806161099,0.80252037401807
33,33,0.8065262679431592,0.8454204191566367,0.805741450268275
34,34,0.8093529380742299,0.8474303509805572,0.8085794882217757
35,35,0.8123772672352291,0.8497062536823499,0.8116101736512658
36,36,0.8154037700492144,0.8520562242235502,0.8146404789857296
37,37,0.8181121836007792,0.8539550542883596,0.817353732620967
38,38,0.8205046803461298,0.8554936453160508,0.8197507433434631
39,39,0.8226060737922469,0.8572005723423954,0.8218556818052943
40,40,0.8251026285277917,0.858961366888309,0.8243554973471284
41,41,0.8268717322468159,0.8604864910361081,0.8261268600259842
42,42,0.8287902100802211,0.8619510142243918,0.8280493602066208
43,43,0.8303947994334,0.8634727716522178,0.8296539137531457
44,44,0.8324671225321232,0.8652672333978622,0.8317262419886705
45,45,0.8347716574260419,0.8672064641023484,0.8340325231012716
46,46,0.8369108711776275,0.8688898240888814,0.8361703034157272
47,47,0.8392831275156625,0.8705664506354683,0.8385489747049284
48,48,0.8412568246098873,0.871967006144264,0.8405246575145634
49,49,0.8424061440154068,0.8727480851780153,0.841682477264089
50,50,0.8439909570868731,0.8735695648514435,0.8432778201875242
51,51,0.8466750638351247,0.8755020621159836,0.8459721108487098
52,52,0.8488544506884141,0.8775422944196617,0.848158776923623
53,53,0.850214040926306,0.8792694217658445,0.8495182391354424
54,54,0.8522807247938627,0.880855146873159,0.8515889161567505
55,55,0.8541072373571169,0.88218500126252,0.8534192668255921
56,56,0.8560546523062922,0.8831411497348708,0.8555258362481234
57,57,0.8583938368917599,0.8842319670061443,0.8579540799766593
58,58,0.8600009131546896,0.885541621075667,0.8595712299177393
59,59,0.8616381691379467,0.8870263445837893,0.8612137069233818
60,60,0.863695389284425,0.888635636730915,0.86327699107928
61,61,0.8650384372372206,0.890009258479926,0.8646229406155259
62,62,0.8661630997138552,0.891180877030553,0.8657508363346184
63,63,0.8679585055509387,0.8924097298207222,0.8675509847061661
64,64,0.8696117204082237,0.893517380691861,0.8692526453786555
65,65,0.8713549242198516,0.8948708021210336,0.8709992854731395
66,66,0.872740599350649,0.8959346856325225,0.8723874459110197
67,67,0.8738328245509268,0.8971231377830149,0.8734359977090937
68,68,0.874836712311409,0.8988401649692787,0.8743621603522986
69,69,0.875693705075564,0.900180119518559,0.8752172541715089
70,70,0.8769377696455751,0.9011968689504252,0.8765383004537692
71,71,0.8775720433241103,0.9016379092668968,0.8772185169603184
