,Epoch,Test AP,Test ROC,Test AUC
0,0,0.5318316804654185,0.539607730599,0.5309951398918498
1,1,0.5521049723128004,0.5512546464412338,0.5513366109127402
2,2,0.569046811081419,0.5688862889666413,0.5679091338034921
3,3,0.571297850918767,0.572440333623985,0.5705080016979994
4,4,0.5754848752834203,0.5777812116373501,0.5748581264834611
5,5,0.5904440854441446,0.5827664399092971,0.5899538097301315
6,6,0.6239092694735312,0.6366289800578604,0.6232398236757541
7,7,0.6385782888222522,0.6505134233249817,0.6380659853028785
8,8,0.6683742081693629,0.6844834923332953,0.6678187713179541
9,9,0.7274785476397716,0.7436967215225732,0.7269290747191051
10,10,0.7508193524982468,0.7807382552804789,0.7502681471159174
11,11,0.7721253259832913,0.8086984568480358,0.7718243906670903
12,12,0.7866580114140487,0.8336436070732602,0.7862118175166214
13,13,0.7714461463496536,0.8230268491027203,0.7709855470547948
14,14,0.7746213736007086,0.8232089662978948,0.7742654984685926
15,15,0.8073046467020374,0.854894905501411,0.8068737372065524
16,16,0.8031948038402672,0.8489567811981473,0.802891350123677
17,17,0.8050676318510157,0.858598568325834,0.8041587456751795
18,18,0.820891948916621,0.8627756132198688,0.8205910027303749
19,19,0.8162385270167118,0.864856777396374,0.8159934883057212
20,20,0.8100913986091265,0.862488640669897,0.8097954154057584
21,21,0.8210756088889267,0.8654822303899025,0.8208626187693872
22,22,0.8361126491703983,0.8818494767656476,0.8359109748257475
23,23,0.8472568364446628,0.8942880198771413,0.8469993033865619
24,24,0.8467269842830345,0.8852870154732165,0.8465532006967051
25,25,0.8542978337191123,0.9009785273402672,0.8539188508218413
26,26,0.8667485244256887,0.9017952953671103,0.8665830061706872
27,27,0.8667477629904468,0.9060551208044061,0.8665835862551099
28,28,0.8784184825687968,0.9100108043938686,0.8782389096438707
29,29,0.8749938193867776,0.9057295173342458,0.8748492891353723
30,30,0.8713140544962074,0.905871777230813,0.8711461466679647
31,31,0.857372099111958,0.898676615048399,0.8571983329168325
32,32,0.866978835932612,0.9060164898842176,0.8667939643453813
33,33,0.878964280151427,0.9146293455186293,0.8788268001149522
34,34,0.8869240454729174,0.9199309794225966,0.8867686183003413
35,35,0.9067140337624017,0.9295433334682349,0.9066145696086988
36,36,0.8988943253184123,0.9299357745622135,0.8987361289158029
37,37,0.9113366811593967,0.9356936212379308,0.9112339448973362
38,38,0.9105793899188479,0.9342796069211893,0.9104792837147169
39,39,0.8886832991612964,0.9242600952405479,0.8885401905262352
40,40,0.8936590570900612,0.9260248537850331,0.8935090729809378
41,41,0.8885342910522667,0.9247739477979763,0.8882805381926977
42,42,0.8981208710677324,0.9290607535604831,0.8979790701532112
43,43,0.9120498743017066,0.9390637091324722,0.9119378919681029
44,44,0.9104297256393596,0.9401870717639861,0.9102950806768662
45,45,0.9154701357264076,0.939029370536749,0.9153747557215693
46,46,0.8984439563911248,0.9292060794030971,0.8983136088801427
47,47,0.8989987249100855,0.9345261089833445,0.8986872590301854
48,48,0.901048094464632,0.9321665569057983,0.9008481084701344
49,49,0.9238394358338357,0.9489814314043626,0.9236436453765327
50,50,0.9111203341612749,0.9397480282900973,0.910974991332422
51,51,0.9223780030047672,0.9441973291930799,0.9222924236943256
52,52,0.9179677115770072,0.9405108356665183,0.9178798294702524
53,53,0.9149496021227311,0.9393322860061637,0.9148571878808783
54,54,0.923968427349731,0.9467248951139858,0.9238624997338226
55,55,0.9191587465926708,0.9445640163402661,0.9189951010352504
56,56,0.9195711065109763,0.9460099164958933,0.9194340107302854
57,57,0.9152196155382718,0.9442770437902942,0.9150096194911561
58,58,0.9212830652902989,0.9497307486181781,0.9211465732672417
59,59,0.9146705840071833,0.9471320527489886,0.914329176884829
60,60,0.9108130683100122,0.9495124532596526,0.9104871207122373
61,61,0.9217982608367852,0.9496682033188253,0.9216855727445621
62,62,0.933575984031488,0.954089297518178,0.9335014200509792
63,63,0.936129548946585,0.9571294896180934,0.9360361938187444
64,64,0.930982267125671,0.9527832045022805,0.9308669703235497
65,65,0.9347125519458704,0.9581093659746213,0.9346041846100653
66,66,0.9239438208620969,0.9521356766972158,0.9237061723179162
67,67,0.9375508408504418,0.9603585439944862,0.937343148223925
68,68,0.9411913842545914,0.9574998559005359,0.9411307840816023
69,69,0.9339433950888005,0.9528825411541938,0.9338705493924089
70,70,0.927641537428343,0.9493334020105249,0.9275641530039938
71,71,0.9255718699144491,0.9532271534898438,0.9254431700801877
72,72,0.9288602930059768,0.9548533312730176,0.9287378111799605
73,73,0.9253385883761609,0.9511852334227362,0.9252073563641445
74,74,0.932988497206852,0.955029929765308,0.9328126579760825
75,75,0.9360197588179173,0.9567223319830906,0.9358795408921242
76,76,0.9346329045271273,0.9562477235350603,0.9345436150786472
77,77,0.9330241684726307,0.9566413910074576,0.9329270929945647
78,78,0.9401238444782904,0.960893244985032,0.9400405105609918
79,79,0.9314675109271224,0.9578714485613967,0.9310676593421654
80,80,0.9263807161817926,0.9546252248871425,0.9262365063244244
81,81,0.9301227107060659,0.9584834113923196,0.9299879084581619
82,82,0.9400792636622411,0.959024244274959,0.9400084979963934
83,83,0.9408006303023592,0.960618536219247,0.9407261792217229
84,84,0.9384604873488063,0.9599783666846944,0.9383755381380612
85,85,0.9473998350827293,0.9630246906767034,0.9473387069786161
86,86,0.9403047550339034,0.9612623848890556,0.9401588805112595
87,87,0.9493767097251256,0.9635888247492975,0.9493176314051248
88,88,0.9471167193647413,0.9627978106692469,0.9470379805922091
89,89,0.9362968248225161,0.9583718109562195,0.9361957866561793
90,90,0.9430141723988393,0.9628566768333437,0.9429295848845997
91,91,0.9475199200690515,0.9649255772256622,0.9474271082356116
92,92,0.9460236384847143,0.9634882617189657,0.9459421081808203
93,93,0.9483738523987582,0.9624200861162925,0.948325292996265
94,94,0.9370700182468874,0.961187575805516,0.9369306410124317
95,95,0.9456475708479208,0.9663457234344973,0.9453996758429294
96,96,0.9317432197497498,0.9613739853251557,0.9315300570736644
97,97,0.9419595523906165,0.9626604562863544,0.9418651580929883
98,98,0.9462402122155635,0.9646790751635068,0.946152687396761
99,99,0.9377831342349762,0.9623133911938672,0.9371616397664103
100,100,0.9444989773284308,0.965723949576225,0.9444165171503078
101,101,0.9486596785685703,0.9677989818606368,0.9485478415263722
102,102,0.9493900849902206,0.9668178791256903,0.9493250804230388
103,103,0.9459589660294259,0.9681337831689373,0.9458109043599814
104,104,0.9487929973550914,0.9677376629397028,0.9487023917474426
105,105,0.9582286644500709,0.9684857537750994,0.9581920300228248
106,106,0.938856710437518,0.9622091490282791,0.9387201616350984
107,107,0.9400153485683603,0.9630443127314023,0.9399170033763533
108,108,0.9443152265129542,0.9628799780232986,0.9442373112126525
109,109,0.9366190982739933,0.9593381971501417,0.9365268536465795
110,110,0.9461202589073796,0.9653781108621563,0.946041390466137
111,111,0.9438976114679662,0.9645490790511264,0.943810632282644
112,112,0.9370661282435344,0.9647771854370015,0.9368966428614293
113,113,0.945811665980741,0.9656503668711038,0.9457269423245176
114,114,0.9513748490149364,0.9676150250978344,0.9513088897331842
115,115,0.946056936268617,0.9645037030496353,0.9459856077237975
116,116,0.9471459865312507,0.9654504671888586,0.9470482721738114
117,117,0.9376602188398794,0.9603683550218357,0.9375224239493058
118,118,0.949953623415856,0.9658171543360449,0.9498675360308253
119,119,0.9512774105488814,0.9652321718303329,0.9512213933327546
