Epoch,Test AP,Test AUC,Test ROC
1,0.7344300825628549,0.7114700260139460,0.7343831837991607
2,0.7348794171867759,0.7119732780340130,0.7348318566084647
3,0.7355614915556882,0.7125755979553511,0.7355147485220658
4,0.7362252350063212,0.7131892099334297,0.7361803061658514
5,0.7367114671763860,0.7136734419314692,0.7366658739784799
6,0.7370379876924626,0.7140453185416540,0.7369925713747527
7,0.7373159576101247,0.7143925579371325,0.7372705826686169
8,0.7377683675574347,0.7148829261702954,0.7377235086671436
9,0.7383505927913527,0.7154897444594872,0.7383055289489497
10,0.7390524200144768,0.7161974761341977,0.7390076667596788
11,0.7397369981927335,0.7168969377326232,0.7396917609169460
12,0.7403982475153196,0.7175671368714466,0.7403538811442423
13,0.7409247789879103,0.7181435046705515,0.7408806297159494
14,0.7412804291444237,0.7185819686592483,0.7412367137147157
15,0.7414100555034365,0.7188533817207000,0.7413655410191621
16,0.7412843430769094,0.7188817675752847,0.7412401295347062
17,0.7409652441330175,0.7187510842219955,0.7409197113123880
18,0.7405534725334668,0.7185677122934350,0.7405077400956731
19,0.7402874260075938,0.7185300990176118,0.7402418848232335
20,0.7402513788560923,0.7187049586500799,0.7402065897265467
21,0.7405350526804642,0.7191724198100183,0.7404893222536252
22,0.7410039277570579,0.7198068396229897,0.7409586961044735
23,0.7414500773402148,0.7204517440933431,0.7414047974682235
24,0.7415503018480256,0.7208047160242659,0.7415066545378697
25,0.7410392444782290,0.7206704570452468,0.7409939638180049
26,0.7397855413807766,0.7199104981663269,0.7397386727984143
27,0.7378153303374451,0.7185462470047790,0.7377692911164816
28,0.7355891739913283,0.7169420713567558,0.7355410867868755
29,0.7335725872923422,0.7155413718813162,0.7335244859845409
30,0.7322163723274625,0.7147624621860278,0.7321674538854693
31,0.7314783783637169,0.7145975797027737,0.7314295288214385
32,0.7307328595579218,0.7144319474915440,0.7306824348912900
33,0.7291103575030571,0.7135116160315003,0.7290600784646868
34,0.7257986388439132,0.7110941931469050,0.7257464742011824
35,0.7207291328667205,0.7071360216010241,0.7206752631001335
36,0.7157240135712919,0.7031834672478220,0.7156678356018901
37,0.7117202428501452,0.7001660197629217,0.7116611581933174
38,0.7098336935052487,0.6990882800308270,0.7097751196300561
39,0.7073130736347966,0.6973761089514845,0.7072511813711039
40,0.7034484394402055,0.6945129324154142,0.7033846372326727
41,0.6963803078678673,0.6887186885915116,0.6963137298906358
42,0.6903906395302675,0.6838484095247657,0.6903227401501055
43,0.6874802187914270,0.6818486658625278,0.6874103007900518
44,0.6848817349509477,0.6801182360234095,0.6848106606355466
45,0.6803843375414463,0.6765962331451923,0.6803102847054764
46,0.6726207078853337,0.6699327893091835,0.6725432916630514
47,0.6681754596860817,0.6664305331124165,0.6680966836242028
48,0.6695924062400992,0.6685423553398717,0.6695124311921397
49,0.6657087290378143,0.6654063816291640,0.6656268506973672
50,0.6627886062847714,0.6631105069508320,0.6627057288809082
51,0.6564493137747982,0.6573526883722681,0.6563642537575307
52,0.6484931157834548,0.6497268706381980,0.6484054918912403
53,0.6502434662696410,0.6518070428108054,0.6501545229093898
54,0.6528576030328401,0.6546482004129456,0.6527698965230240
55,0.6508612366943932,0.6528381955999227,0.6507729035518159
56,0.6459085987211580,0.6480795221930553,0.6458184110541232
57,0.6416570208166977,0.6439754766516714,0.6415659756570149
58,0.6419979512261679,0.6444363517397010,0.6419057145526114
59,0.6428754122267508,0.6455009769993607,0.6427840644865319
60,0.6418480545948291,0.6446109460838085,0.6417570212332362
61,0.6422776586049442,0.6450729515309399,0.6421861773728211
62,0.6429362302088062,0.6457815367421149,0.6428453991571689
63,0.6403545510209496,0.6432032914396106,0.6402627887230571
64,0.6383752589104762,0.6412064659493393,0.6382823873788286
65,0.6366217803036878,0.6394343858376061,0.6365278533495842
66,0.6393936761222212,0.6421565212400473,0.6393005206494715
67,0.6415895303035518,0.6442880440118465,0.6414976515526771
68,0.6407453050875748,0.6434249802348637,0.6406526502036444
69,0.6374151867615340,0.6401129588612033,0.6373206422663129
70,0.6355063068527066,0.6382188807064219,0.6354096556488511
71,0.6380515370188398,0.6407797438541685,0.6379566426382893
72,0.6420242326068019,0.6446575906981689,0.6419305645484967
73,0.6392164270544759,0.6419043934889840,0.6391216551857324
74,0.6341027180246508,0.6369252193173481,0.6340067362777717
75,0.6359771529960840,0.6389001527507312,0.6358799252609550
76,0.6395589248671842,0.6424604609613646,0.6394641344331438
77,0.6371770501343886,0.6402310813873318,0.6370807404178669
78,0.6352300512505229,0.6384744341376200,0.6351327208166326
79,0.6342266030986954,0.6377028371736631,0.6341283544516789
80,0.6356163285311179,0.6392562158677688,0.6355190302396401
81,0.6364536327096582,0.6402825357950125,0.6363555661076815
82,0.6355797400532810,0.6396399727827984,0.6354806631059662
83,0.6342540021670051,0.6385423594922113,0.6341548682337500
84,0.6345387592350400,0.6389751601511230,0.6344403226427594
85,0.6366615319460660,0.6411558881466762,0.6365636923412190
86,0.6350563764540182,0.6395757383967022,0.6349580079045196
87,0.6311416878254967,0.6356782948168467,0.6310409944249046
88,0.6301717069862706,0.6346126776094040,0.6300708889758875
89,0.6342912139205155,0.6384873294588006,0.6341932902437686
90,0.6387461763571463,0.6426681586791648,0.6386498430130374
91,0.6356020028877113,0.6393172898620907,0.6355032696948921
92,0.6318243835741506,0.6352736608612654,0.6317248683803829
93,0.6311906405463649,0.6344046453975838,0.6310911684134877
94,0.6326035299176347,0.6354892595585011,0.6325039350035260
95,0.6332971325050737,0.6359388425897902,0.6331996949493969
96,0.6335958784534097,0.6359767211539740,0.6334981118907389
97,0.6342822746955495,0.6363889792663535,0.6341857941810835
98,0.6321274322834406,0.6339723407125636,0.6320297307381535
99,0.6300179205801405,0.6315977907338973,0.6299193688520170
100,0.6295075444537763,0.6309006129222283,0.6294093123985669
101,0.6317782657162357,0.6330050070755866,0.6316833456182513
102,0.6355802100191578,0.6366518569631596,0.6354854388589912
103,0.6336662753839224,0.6347169936065045,0.6335716181494057
104,0.6291595837158270,0.6302065724337803,0.6290632194386211
105,0.6276444655640896,0.6286924448827674,0.6275476747620343
106,0.6301839921197907,0.6311097870274269,0.6300884883282285
107,0.6334487994931297,0.6342177324461229,0.6333546417732404
108,0.6330630822345491,0.6337596717215710,0.6329688025894187
109,0.6300993048761513,0.6307190403408093,0.6300046460971900
110,0.6272908183784900,0.6278485049363013,0.6271941464542602
111,0.6279678807934399,0.6284346768704722,0.6278723771349791
112,0.6318014903282061,0.6321129691959151,0.6317066776393698
113,0.6344549456103727,0.6345312225484219,0.6343612808046970
114,0.6330509646900038,0.6329624455951245,0.6329577620025739
115,0.6292030124681884,0.6290439288920155,0.6291086635581922
116,0.6279780297923527,0.6276473702218567,0.6278822029644799
117,0.6296060441661653,0.6289966268238921,0.6295117256871190
118,0.6325181355773953,0.6315963950864352,0.6324251516540490
119,0.6334423238346339,0.6322217143552100,0.6333506795499650
120,0.6318656768740867,0.6303779602490075,0.6317731092862164
